sample_id,source_dataset,sample_role,subject_id,source_subject_id,local_subject_id,source_sequence_id,sequence_id,frame_dir,path_status,frame_count,frame_extension
smic_hs__s13__s13_po_10,smic_hs,classification,s13,s13,s13,s13_po_10,s13_po_10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/micro/positive/s13_po_10,available,46,.bmp
smic_hs__s13__s13_n1,smic_hs,spotting_negative,s13,s13,s13,s13_n1,s13_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n1,available,36,.bmp
smic_hs__s13__s13_n10,smic_hs,spotting_negative,s13,s13,s13,s13_n10,s13_n10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n10,available,40,.bmp
smic_hs__s13__s13_n2,smic_hs,spotting_negative,s13,s13,s13,s13_n2,s13_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n2,available,36,.bmp
smic_hs__s13__s13_n3,smic_hs,spotting_negative,s13,s13,s13,s13_n3,s13_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n3,available,44,.bmp
smic_hs__s13__s13_n4,smic_hs,spotting_negative,s13,s13,s13,s13_n4,s13_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n4,available,40,.bmp
smic_hs__s13__s13_n5,smic_hs,spotting_negative,s13,s13,s13,s13_n5,s13_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n5,available,36,.bmp
smic_hs__s13__s13_n6,smic_hs,spotting_negative,s13,s13,s13,s13_n6,s13_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n6,available,36,.bmp
smic_hs__s13__s13_n7,smic_hs,spotting_negative,s13,s13,s13,s13_n7,s13_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n7,available,44,.bmp
smic_hs__s13__s13_n8,smic_hs,spotting_negative,s13,s13,s13,s13_n8,s13_n8,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n8,available,36,.bmp
smic_hs__s13__s13_n9,smic_hs,spotting_negative,s13,s13,s13,s13_n9,s13_n9,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s13/non_micro/s13_n9,available,40,.bmp
smic_hs__s14__s14_ne_01,smic_hs,classification,s14,s14,s14,s14_ne_01,s14_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/negative/s14_ne_01,available,51,.bmp
smic_hs__s14__s14_ne_02,smic_hs,classification,s14,s14,s14,s14_ne_02,s14_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/negative/s14_ne_02,available,38,.bmp
smic_hs__s14__s14_ne_03,smic_hs,classification,s14,s14,s14,s14_ne_03,s14_ne_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/negative/s14_ne_03,available,58,.bmp
smic_hs__s14__s14_po_01,smic_hs,classification,s14,s14,s14,s14_po_01,s14_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/positive/s14_po_01,available,50,.bmp
smic_hs__s14__s14_po_02,smic_hs,classification,s14,s14,s14,s14_po_02,s14_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/positive/s14_po_02,available,49,.bmp
smic_hs__s14__s14_sur_01,smic_hs,classification,s14,s14,s14,s14_sur_01,s14_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/surprise/s14_sur_01,available,38,.bmp
smic_hs__s14__s14_sur_02,smic_hs,classification,s14,s14,s14,s14_sur_02,s14_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/surprise/s14_sur_02,available,36,.bmp
smic_hs__s14__s14_sur_03,smic_hs,classification,s14,s14,s14,s14_sur_03,s14_sur_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/surprise/s14_sur_03,available,39,.bmp
smic_hs__s14__s14_sur_04,smic_hs,classification,s14,s14,s14,s14_sur_04,s14_sur_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/surprise/s14_sur_04,available,45,.bmp
smic_hs__s14__s14_sur_05,smic_hs,classification,s14,s14,s14,s14_sur_05,s14_sur_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/micro/surprise/s14_sur_05,available,41,.bmp
smic_hs__s14__s14_n1,smic_hs,spotting_negative,s14,s14,s14,s14_n1,s14_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n1,available,44,.bmp
smic_hs__s14__s14_n10,smic_hs,spotting_negative,s14,s14,s14,s14_n10,s14_n10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n10,available,44,.bmp
smic_hs__s14__s14_n2,smic_hs,spotting_negative,s14,s14,s14,s14_n2,s14_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n2,available,44,.bmp
smic_hs__s14__s14_n3,smic_hs,spotting_negative,s14,s14,s14,s14_n3,s14_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n3,available,48,.bmp
smic_hs__s14__s14_n4,smic_hs,spotting_negative,s14,s14,s14,s14_n4,s14_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n4,available,40,.bmp
smic_hs__s14__s14_n5,smic_hs,spotting_negative,s14,s14,s14,s14_n5,s14_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n5,available,50,.bmp
smic_hs__s14__s14_n6,smic_hs,spotting_negative,s14,s14,s14,s14_n6,s14_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n6,available,36,.bmp
smic_hs__s14__s14_n7,smic_hs,spotting_negative,s14,s14,s14,s14_n7,s14_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n7,available,50,.bmp
smic_hs__s14__s14_n8,smic_hs,spotting_negative,s14,s14,s14,s14_n8,s14_n8,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n8,available,44,.bmp
smic_hs__s14__s14_n9,smic_hs,spotting_negative,s14,s14,s14,s14_n9,s14_n9,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s14/non_micro/s14_n9,available,40,.bmp
smic_hs__s15__s15_ne_01,smic_hs,classification,s15,s15,s15,s15_ne_01,s15_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s15/micro/negative/s15_ne_01,available,50,.bmp
smic_hs__s15__s15_po_01,smic_hs,classification,s15,s15,s15,s15_po_01,s15_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s15/micro/positive/s15_po_01,available,49,.bmp
smic_hs__s15__s15_sur_01,smic_hs,classification,s15,s15,s15,s15_sur_01,s15_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s15/micro/surprise/s15_sur_01,available,33,.bmp
smic_hs__s15__s15_sur_02,smic_hs,classification,s15,s15,s15,s15_sur_02,s15_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s15/micro/surprise/s15_sur_02,available,41,.bmp
smic_hs__s15__s15_n1,smic_hs,spotting_negative,s15,s15,s15,s15_n1,s15_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s15/non_micro/s15_n1,available,48,.bmp
smic_hs__s15__s15_n2,smic_hs,spotting_negative,s15,s15,s15,s15_n2,s15_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s15/non_micro/s15_n2,available,36,.bmp
smic_hs__s15__s15_n3,smic_hs,spotting_negative,s15,s15,s15,s15_n3,s15_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s15/non_micro/s15_n3,available,40,.bmp
smic_hs__s15__s15_n4,smic_hs,spotting_negative,s15,s15,s15,s15_n4,s15_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s15/non_micro/s15_n4,available,44,.bmp
smic_hs__s18__s18_ne_01,smic_hs,classification,s18,s18,s18,s18_ne_01,s18_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/micro/negative/s18_ne_01,available,39,.bmp
smic_hs__s18__s18_ne_02,smic_hs,classification,s18,s18,s18,s18_ne_02,s18_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/micro/negative/s18_ne_02,available,46,.bmp
smic_hs__s18__s18_sur_01,smic_hs,classification,s18,s18,s18,s18_sur_01,s18_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/micro/surprise/s18_sur_01,available,37,.bmp
smic_hs__s18__s18_sur_02,smic_hs,classification,s18,s18,s18,s18_sur_02,s18_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/micro/surprise/s18_sur_02,available,32,.bmp
smic_hs__s18__s18_sur_03,smic_hs,classification,s18,s18,s18,s18_sur_03,s18_sur_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/micro/surprise/s18_sur_03,available,28,.bmp
smic_hs__s18__s18_sur_04,smic_hs,classification,s18,s18,s18,s18_sur_04,s18_sur_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/micro/surprise/s18_sur_04,available,36,.bmp
smic_hs__s18__s18_sur_05,smic_hs,classification,s18,s18,s18,s18_sur_05,s18_sur_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/micro/surprise/s18_sur_05,available,40,.bmp
smic_hs__s18__s18_n1,smic_hs,spotting_negative,s18,s18,s18,s18_n1,s18_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/non_micro/s18_n1,available,40,.bmp
smic_hs__s18__s18_n2,smic_hs,spotting_negative,s18,s18,s18,s18_n2,s18_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/non_micro/s18_n2,available,36,.bmp
smic_hs__s18__s18_n3,smic_hs,spotting_negative,s18,s18,s18,s18_n3,s18_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/non_micro/s18_n3,available,36,.bmp
smic_hs__s18__s18_n4,smic_hs,spotting_negative,s18,s18,s18,s18_n4,s18_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/non_micro/s18_n4,available,32,.bmp
smic_hs__s18__s18_n5,smic_hs,spotting_negative,s18,s18,s18,s18_n5,s18_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/non_micro/s18_n5,available,44,.bmp
smic_hs__s18__s18_n6,smic_hs,spotting_negative,s18,s18,s18,s18_n6,s18_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/non_micro/s18_n6,available,40,.bmp
smic_hs__s18__s18_n7,smic_hs,spotting_negative,s18,s18,s18,s18_n7,s18_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s18/non_micro/s18_n7,available,44,.bmp
smic_hs__s19__s19_po_01,smic_hs,classification,s19,s19,s19,s19_po_01,s19_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s19/micro/positive/s19_po_01,available,35,.bmp
smic_hs__s19__s19_sur_01,smic_hs,classification,s19,s19,s19,s19_sur_01,s19_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s19/micro/surprise/s19_sur_01,available,50,.bmp
smic_hs__s19__s19_n1,smic_hs,spotting_negative,s19,s19,s19,s19_n1,s19_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s19/non_micro/s19_n1,available,36,.bmp
smic_hs__s19__s19_n2,smic_hs,spotting_negative,s19,s19,s19,s19_n2,s19_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s19/non_micro/s19_n2,available,48,.bmp
smic_hs__s20__s20_ne_01,smic_hs,classification,s20,s20,s20,s20_ne_01,s20_ne_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_01,available,17,.bmp
smic_hs__s20__s20_ne_02,smic_hs,classification,s20,s20,s20,s20_ne_02,s20_ne_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_02,available,32,.bmp
smic_hs__s20__s20_ne_03,smic_hs,classification,s20,s20,s20,s20_ne_03,s20_ne_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_03,available,34,.bmp
smic_hs__s20__s20_ne_04,smic_hs,classification,s20,s20,s20,s20_ne_04,s20_ne_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_04,available,23,.bmp
smic_hs__s20__s20_ne_05,smic_hs,classification,s20,s20,s20,s20_ne_05,s20_ne_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_05,available,31,.bmp
smic_hs__s20__s20_ne_06,smic_hs,classification,s20,s20,s20,s20_ne_06,s20_ne_06,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_06,available,21,.bmp
smic_hs__s20__s20_ne_07,smic_hs,classification,s20,s20,s20,s20_ne_07,s20_ne_07,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_07,available,17,.bmp
smic_hs__s20__s20_ne_08,smic_hs,classification,s20,s20,s20,s20_ne_08,s20_ne_08,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_08,available,45,.bmp
smic_hs__s20__s20_ne_09,smic_hs,classification,s20,s20,s20,s20_ne_09,s20_ne_09,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_09,available,36,.bmp
smic_hs__s20__s20_ne_10,smic_hs,classification,s20,s20,s20,s20_ne_10,s20_ne_10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_10,available,19,.bmp
smic_hs__s20__s20_ne_11,smic_hs,classification,s20,s20,s20,s20_ne_11,s20_ne_11,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_11,available,32,.bmp
smic_hs__s20__s20_ne_12,smic_hs,classification,s20,s20,s20,s20_ne_12,s20_ne_12,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_12,available,38,.bmp
smic_hs__s20__s20_ne_13,smic_hs,classification,s20,s20,s20,s20_ne_13,s20_ne_13,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_13,available,38,.bmp
smic_hs__s20__s20_ne_14,smic_hs,classification,s20,s20,s20,s20_ne_14,s20_ne_14,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/negative/s20_ne_14,available,50,.bmp
smic_hs__s20__s20_po_01,smic_hs,classification,s20,s20,s20,s20_po_01,s20_po_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/positive/s20_po_01,available,47,.bmp
smic_hs__s20__s20_po_02,smic_hs,classification,s20,s20,s20,s20_po_02,s20_po_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/positive/s20_po_02,available,43,.bmp
smic_hs__s20__s20_po_03,smic_hs,classification,s20,s20,s20,s20_po_03,s20_po_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/positive/s20_po_03,available,25,.bmp
smic_hs__s20__s20_sur_01,smic_hs,classification,s20,s20,s20,s20_sur_01,s20_sur_01,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/surprise/s20_sur_01,available,38,.bmp
smic_hs__s20__s20_sur_02,smic_hs,classification,s20,s20,s20,s20_sur_02,s20_sur_02,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/surprise/s20_sur_02,available,22,.bmp
smic_hs__s20__s20_sur_03,smic_hs,classification,s20,s20,s20,s20_sur_03,s20_sur_03,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/surprise/s20_sur_03,available,49,.bmp
smic_hs__s20__s20_sur_04,smic_hs,classification,s20,s20,s20,s20_sur_04,s20_sur_04,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/surprise/s20_sur_04,available,41,.bmp
smic_hs__s20__s20_sur_05,smic_hs,classification,s20,s20,s20,s20_sur_05,s20_sur_05,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/micro/surprise/s20_sur_05,available,24,.bmp
smic_hs__s20__s20_n1,smic_hs,spotting_negative,s20,s20,s20,s20_n1,s20_n1,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n1,available,28,.bmp
smic_hs__s20__s20_n10,smic_hs,spotting_negative,s20,s20,s20,s20_n10,s20_n10,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n10,available,24,.bmp
smic_hs__s20__s20_n11,smic_hs,spotting_negative,s20,s20,s20,s20_n11,s20_n11,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n11,available,32,.bmp
smic_hs__s20__s20_n12,smic_hs,spotting_negative,s20,s20,s20,s20_n12,s20_n12,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n12,available,20,.bmp
smic_hs__s20__s20_n13,smic_hs,spotting_negative,s20,s20,s20,s20_n13,s20_n13,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n13,available,24,.bmp
smic_hs__s20__s20_n14,smic_hs,spotting_negative,s20,s20,s20,s20_n14,s20_n14,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n14,available,28,.bmp
smic_hs__s20__s20_n15,smic_hs,spotting_negative,s20,s20,s20,s20_n15,s20_n15,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n15,available,40,.bmp
smic_hs__s20__s20_n16,smic_hs,spotting_negative,s20,s20,s20,s20_n16,s20_n16,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n16,available,40,.bmp
smic_hs__s20__s20_n17,smic_hs,spotting_negative,s20,s20,s20,s20_n17,s20_n17,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n17,available,20,.bmp
smic_hs__s20__s20_n18,smic_hs,spotting_negative,s20,s20,s20,s20_n18,s20_n18,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n18,available,28,.bmp
smic_hs__s20__s20_n19,smic_hs,spotting_negative,s20,s20,s20,s20_n19,s20_n19,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n19,available,24,.bmp
smic_hs__s20__s20_n2,smic_hs,spotting_negative,s20,s20,s20,s20_n2,s20_n2,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n2,available,40,.bmp
smic_hs__s20__s20_n20,smic_hs,spotting_negative,s20,s20,s20,s20_n20,s20_n20,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n20,available,24,.bmp
smic_hs__s20__s20_n21,smic_hs,spotting_negative,s20,s20,s20,s20_n21,s20_n21,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n21,available,28,.bmp
smic_hs__s20__s20_n22,smic_hs,spotting_negative,s20,s20,s20,s20_n22,s20_n22,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n22,available,20,.bmp
smic_hs__s20__s20_n3,smic_hs,spotting_negative,s20,s20,s20,s20_n3,s20_n3,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n3,available,44,.bmp
smic_hs__s20__s20_n4,smic_hs,spotting_negative,s20,s20,s20,s20_n4,s20_n4,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n4,available,36,.bmp
smic_hs__s20__s20_n5,smic_hs,spotting_negative,s20,s20,s20,s20_n5,s20_n5,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n5,available,28,.bmp
smic_hs__s20__s20_n6,smic_hs,spotting_negative,s20,s20,s20,s20_n6,s20_n6,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n6,available,20,.bmp
smic_hs__s20__s20_n7,smic_hs,spotting_negative,s20,s20,s20,s20_n7,s20_n7,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n7,available,36,.bmp
smic_hs__s20__s20_n8,smic_hs,spotting_negative,s20,s20,s20,s20_n8,s20_n8,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n8,available,40,.bmp
smic_hs__s20__s20_n9,smic_hs,spotting_negative,s20,s20,s20,s20_n9,s20_n9,D:/揭榜挂帅专项赛数据集/数据集/心理/SMIC/SMIC_all_cropped/HS/s20/non_micro/s20_n9,available,44,.bmp
